sentence_id,something,develops,something_first_index,something_last_index,develops_first_index,develops_last_index,sentence_text,answer
440960,two other family members,enjoy,15,18,19,19,"I have been amazed how much i like this item , as well as watching two other family members enjoy theirs  ",
441281,I,love,0,0,1,1,I love Shakugan no Shana .,
441652,God,Bless,3,3,4,4,Thank you and God Bless,
441747,your heart,smile,17,18,19,19,"A little more slow of a read than I care for but if you like "" make your heart smile "" books than I recommend this one .",
441772,The snook,love,0,1,2,2,"The snook love it and once you get that "" walk the dog "" jog just right the fish will find it irresistible .",
442131,I,love,0,0,8,8,"I dislike most cheese flavored things , but love real cheese .",
442189,I,'d love,0,0,1,2,"I 'd love to see more of these , and maybe even some footage of scenes being dubbed , on future DVDs .",
442494,I,love,0,0,1,1,I love this case,
442497,I,love,0,0,1,1,"I love this case , however I am very hard on them .",
442729,I,could enjoy,6,6,7,8,I got them very quickly so I could enjoy for Christmas .,
442921,I,love,0,0,2,2,I really love these nursing tops for a large bust,
443324,i,love,5,5,6,6,Read the all serie and i love it i always try to get the first chapter before i get the serie and so far i am very happy about the result of each of this serie .,
443548,I,will absolutely support,0,0,1,3,I will absolutely support such a stellar effort like this as much as I possibly can .,
443581,I,love,0,0,1,1,I love my case and only wish that it would have lasted longer than a year .,
443906,I,love,0,0,1,1,I love these beds .,
444052,I,love,0,0,1,1,I love you ! ! !,
444153,I,love,0,0,1,1,I love the story line and its meaning .,
444180,I,love,31,31,33,33,"He makes up these hilarious short songs in his books along with made up words he uses in almost every sentence , which is something very unique to books , and I really love it in this type of book .",
444653,I,will enjoy,31,31,32,33,"Society has become accustomed to a certain level of violence , which is sad in and of itself , but movies that take characters like this protagonist lightly are not ones I will enjoy .",
444745,I,love,0,0,1,1,I love water bottles .,
444747,I,love,0,0,1,1,I love that this one has an infuser .,
444759,I,love,0,0,1,1,I love that it holds so much water-- making it easier to get my 120 ounces .,
444772,I,love,5,5,7,7,"I have to say , I really love the case .",
444789,I,love,0,0,2,2,I absolutely love this case !,
444864,I,love,0,0,2,2,I really love this book .,
444868,I,love,0,0,2,2,"I still love "" The Witches "" because it was one of my very favorite books as a child .",
444897,I,love,0,0,1,1,I love the deep sunny yellow of this dogbone .,
444939,I,love,0,0,1,1,I love this Fruit Infuser Bottle .,
444940,you,will love,12,12,13,14,Bonke produces a well made 32 oz BPA free infused water bottle you will love .,
445343,I,love,0,0,1,1,"I love it , so happy I saw this on Amazon . ! ! ! ! !",
445346,I,love,0,0,2,2,I absolutely love my new Iphone 5S case .,
445353,I,love,19,19,20,20,"The color states it is a light brown , but to me it 's a lighter orange , which I love .",
445550,The case itself,love,0,2,6,6,The case itself is soft and love the magnetic clip to keep it closed .,
445706,the kids,win,26,27,28,28,"Roald Dahl seems to have an almost universal theme among his children 's books : it 's the kids vs. the grown ups and inevitably , the kids win .",
445720,I,love,7,7,8,8,Loved the movie as a kid and I love the story even more .,
445892,We,donate,0,0,7,7,We will duct tape the corner and donate it .,
445951,I,love,0,0,1,1,I love Tutti Frutti !,
446027,He,love,0,0,7,7,He and his 3 year old brother love them .,
446027,his 3 year old brother,love,2,6,7,7,He and his 3 year old brother love them .,
446193,I,love,0,0,1,1,I love both of these watch them again and again ...,
446224,I,love,0,0,1,1,I love them .,
446325,I,love,0,0,2,2,I absolutely love this phone case,
446328,I,love,0,0,2,2,I absolutely love this phone case .,
446330,I,love,0,0,1,1,I love the fact that it is very versatile .,
446339,I,love,4,4,5,5,One of the things I love most about this case is that you can prop the phone on its side .,
446815,We,learn,0,0,2,2,"We later learn that we are reading the journal of a biologist , one of four members of an expedition sent to continue the governments investigation into the mysteries of Area X.",
446820,We,learn,0,0,2,2,We also learn that expedition members were not permitted to bring any electrical equipment or modern tools of their trade .,
446828,we,learn,4,4,5,5,The questions continue as we learn that something strange and inexplicable happened to all the members of the previous expeditions .,
446885,I,love,4,4,5,5,"I purchased this because I love the movie "" Hollywood Homicide "" .",
446973,Readers,will enjoy,0,0,1,2,"Readers will enjoy finding out what Orthew did over the years with his time machine , why Jenson wanted to find it , what the chief detective did when he discovered the truth , and what impact this discovery had on his life .",
446983,Gabriel Allon,grow,3,4,10,10,I am glad Gabriel Allon and his friends continue to grow and face ( a little too realistically for easy reading ) the terrorist threats that fill the world at this time .,
447229,I,love,12,12,13,13,"These are dull and and much darker in color than pictured , I love the other colors , emerald and amethyst .",
447271,the developers of this game,must REALLY love,7,11,12,14,All in all its very apparent that the developers of this game must REALLY love their jobs .,
447279,I,love,0,0,1,1,"I love how they included the option to roll away from enemy attacks , this move alone will determine your fate .",
447289,I,love,0,0,1,1,"I love the revamped Map , Inventory , and Journal menu 's in this game .",
447293,I,enjoy,2,2,3,3,Another thing I enjoy about this game is the including of different armors strewn about the world .,
447328,I,'d love,13,13,14,15,"On the occasion where I have to take a web conference call , I 'd love to just plug my headphones+mic into the puck , and not have to unplug the Bose unit completely .",
447384,I,love,0,0,1,1,I love a well written time period romance .,
447392,fans of Claudia Gray,will really enjoy,32,35,43,45,"Not that I did n't except to cry since the story is set on the Titanic . 

 Fateful has the perfect blend of historical references , romance and paranormal activity that fans of Claudia Gray , romance , history and paranormal books will really enjoy this one .",
447392,romance,will really enjoy,37,37,43,45,"Not that I did n't except to cry since the story is set on the Titanic . 

 Fateful has the perfect blend of historical references , romance and paranormal activity that fans of Claudia Gray , romance , history and paranormal books will really enjoy this one .",
447392,history,will really enjoy,39,39,43,45,"Not that I did n't except to cry since the story is set on the Titanic . 

 Fateful has the perfect blend of historical references , romance and paranormal activity that fans of Claudia Gray , romance , history and paranormal books will really enjoy this one .",
447392,books,will really enjoy,42,42,43,45,"Not that I did n't except to cry since the story is set on the Titanic . 

 Fateful has the perfect blend of historical references , romance and paranormal activity that fans of Claudia Gray , romance , history and paranormal books will really enjoy this one .",
447420,paranormal romance fans,will enjoy,1,3,4,5,", paranormal romance fans will enjoy every minute of it .",
447658,I,love,0,0,1,1,I love Sanuk products and have been wearing them for over thirty years .,
447713,I,love,7,7,8,8,I ca n't stress enough how much I love them .,
447717,I,LOVE,0,0,2,2,I STILL LOVE THESE AND STILL WEAR THEM EVERY DAY .,
447718,I,love,0,0,1,1,I love sleeping in them and wearing them all the time .,
447884,I,love,0,0,1,1,I love the story !,
447885,I,love,7,7,8,8,Trade and Quinn are great together and I love their characters .,
448365,I,will love,6,6,7,8,If they are half this good I will love them too .,
448449,I,will enjoy,0,0,1,2,I will enjoy them and if your my size you will too .,
448505,I,Love,0,0,2,2,I Absolutely Love This Book ! ! !,
448511,he,love,7,7,8,8,And then there is Prince who says he love Faith but they have n't even known each other long enough is he also using Faith .,
448540,who,would win,35,35,36,37,"Fox and Lloyd return to a miserable 1985 , of course discover it had to do with the Sports Almanac and all the scores of the games which Biff bet and won since he knew who would win .",
448612,I,love,0,0,1,1,I love Prince and Faith together and the story flows well there was n't a boring moment .,
448626,you,will probably enjoy,13,13,14,16,"Nevertheless , if you liked the first "" Back To The Future "" you will probably enjoy this movie .",
448659,I,appreciate,0,0,1,1,I appreciate the lack of hand holding though and I really enjoy the way they handle the choices you make in the game and the impact they have .,
448659,I,enjoy,9,9,11,11,I appreciate the lack of hand holding though and I really enjoy the way they handle the choices you make in the game and the impact they have .,
448896,someone,can someone now love,2,2,1,4,how can someone now love this stuff,
448899,someone,can someone now love,2,2,1,4,how can someone now love this stuff ...,
449116,I,enjoy,0,0,1,1,I enjoy the fact I can make a perfect cup of coffee every time ..,
449462,I,love,7,7,9,9,I use this bench a lot and I still love it !,
449502,I,enjoy,0,0,1,1,I enjoy historical dramas and this one was great .,
449533,something,must learn,25,25,31,32,"The writing is witty and grownup , despite some of the childish behavior the characters might display from time to time -- gentlemanly dignity is something they possess a little and must learn a lot before the story ends .",
449540,he,does he love,28,28,27,29,"One of the men , married to a slightly older and far wealthier woman , must overcome his flirty nature and show his wife that not only does he love her and only her , but that he 's faithful in every way ; actions must match words , enabling her to believe him .",
449542,the characters,learn,8,9,25,25,"

 Misunderstandings and jerk behavior are resolved as the characters smooth each other 's rough edges , decide what they care about most , and learn they 're not as grownup as they thought they were .",
449609,they,love,0,0,1,1,they love them .,
449960,I,adore,7,7,8,8,First and foremost I must confess that I adore James Purefoy .,
449969,you,learn,17,17,18,18,"It is set up like "" Lost "" in which every single episode reveals something else and you learn about the background of another character .",
449970,Some,may not appreciate,0,0,1,3,Some may not appreciate that fact but I do .,
450021,I,love,0,0,1,1,I love the Docker 's shorts,
450024,I,love,0,0,1,1,"I love the Docker 's shorts , and bought many pair I took on a Cross Country trip this Summer .",
450025,I,love,0,0,1,1,I love the color but the fit is a bit tighter than the others I have .,
450196,you,love,1,1,2,2,"If you love classic TV shows and stars , you 'll surely enjoy these episodes .",
450196,you,'ll surely enjoy,9,9,10,12,"If you love classic TV shows and stars , you 'll surely enjoy these episodes .",
450210,you,love,6,6,7,7,"Richard Dawson is awesome , if you love family feud , you will just adore all star family feud !",
450210,you,will just adore,11,11,12,14,"Richard Dawson is awesome , if you love family feud , you will just adore all star family feud !",
450416,I,love,0,0,1,1,I love this book and I am a huge fan of roald dahl and he is one of my favorite authors so I would suggest reading all his books if u like this one,
450486,I,love,0,0,1,1,I love this knife !,
450556,i,love,5,5,6,6,Hi i m ten and i love this book .,
450584,I,love,0,0,1,1,I love snappy hard gingersnaps and these are just that .,
450692,I,love,0,0,1,1,I love these speakers ! !,
450698,I,love,0,0,1,1,I love the handy control module .,
450810,we,love,10,10,12,12,... birthday present for my Clapton - fan husband and we BOTH love it !,
450813,we,love,15,15,17,17,I bought this CD as a birthday present for my Clapton - fan husband and we BOTH love it !,
450855,you,will enjoy,14,14,15,16,"If you grew up watching the shows that are featured on this collection , you will enjoy it immensely as did I.  ",
450881,we,enjoy,8,8,15,15,20 years after the films initial threatrical release we finally have more Vince DiCola to enjoy as well as pristinely remastered original tracks .,
451200,i,love,5,5,6,6,this book is good and i love reading it but when will the ...,
451203,i,love,5,5,6,6,"this book is good and i love reading it but when will the next book come out , ca n't wait to fine out what happen .",
451236,he,must also engage,28,28,29,31,"

 Control is not only faced with taking over responsibility for the unit responsible for investigating the strange , perhaps otherworldly , occurrences , in Area X -- he must also engage in a power struggle with the Assistant Director , who may , or may not , have more information about what happened on the last expedition which included his predecessor .",
451269,I,love,14,14,15,15,I still wear them ( despite that I 'm no longer nursing ) and I love them .,
451274,I,love,14,14,15,15,I still wear them ( despite that I 'm no longer nursing ) and I love them .,
451409,I,love,0,0,1,1,I love this story ...,
451416,I,love,0,0,1,1,I love to read and when a story really captures my interest I do little else until the story has ended .,
451419,you,will enjoy,28,28,29,30,"If you like of adventures involving an ancient prophecy , and assortment of magical creatures , and evil wizards ( plus so much more ) then I believe you will enjoy this story as much as I have .",
451434,I,love,0,0,1,1,"I love Ottolenghi recipes , and his cookbooks are easy to understand .",
451722,I,appreciate,9,9,11,11,Music comes out clear at low volumes ( which I really appreciate ) and I can crank it up it I want to hear it in the next room and they still sound great .,
451820,we,learn,11,11,12,12,"The writing is very straightforward and linear but along the way we learn about Todd 's grandfather Ruby , his father 's demons , Jim Cramer , September 11th and finally his journey from writing for the Street to putting together Minyanville .",
452038,I,love,0,0,2,2,I absolutely love how supportive it is .,
452258,you,will enjoy,18,18,19,20,"If you have never tried this and have a love for unique regional foods , I can guarantee you will enjoy using this condiment .",
452369,you,'ll love,37,37,38,39,"I originally read the start of Lawson & Emelyn 's in an anthology and was so happy that their story would be turned into a novel , for those of you that read the novella like me you 'll love this ! 

",
452391,me,love,11,11,12,12,Now Danielle has made it a complete novel and somehow made me love it more .,
452626,you,enjoy,1,1,2,2,If you enjoy a good love story where true love is the heart and soul of the story then you would truly enjoy this story .,
452626,you,would truly enjoy,19,19,20,22,If you enjoy a good love story where true love is the heart and soul of the story then you would truly enjoy this story .,
452858,I,love,11,11,13,13,"This is not the European or Australian type of licorice which I also love , but it 's the candy of my youth with the sweetness or the coating diminishing the sharp taste of licorice .",
452905,I,love,0,0,1,1,I love this Gerber fixed blade .,
453117,you,will enjoy,2,2,3,4,I know you will enjoy it for years to come .,
453199,Our pets,love,0,1,2,2,Our pets love them .,
453257,I,love,0,0,1,1,"I love buying American , because I am an American .",
453359,I,love,0,0,1,1,I love it,
453362,I,LOVE,0,0,1,1,"I LOVE this keyboard , makes traveling with my iPad so much easier !",
453469,I,love,0,0,1,1,I love the volume controller too .,
453559,you,ca n't refresh,18,18,19,21,This normally would n't be a problem except that some fights are more than 10 minutes long and you ca n't refresh your potion because you ca n't get out of combat .,
453812,I,love,0,0,1,1,I love this eBible !,
454025,I,love,0,0,1,1,I love that it holds my nursing pads in place with a mesh liner .,
454029,I,love,2,2,4,4,"And , I really love that it is longer !",
454116,My nephew,love,0,1,2,2,My nephew love it,
454233,I,love,0,0,1,1,I love the fact that it actually has the feel of tempered glass !,
454320,you,will love,10,10,11,12,"You do n't need to read the synopsis to know you will love it , the one who never tells a story that will disappoint , No matter what your doing or what your reading they all cease to exist the minute you know its on you kindle .",
454480,I,do love,14,14,15,16,"This is without a doubt my favorite tissue ,   its so soft ... I do love my Charmin .......",
454533,He,engage,0,0,14,14,"He gives just the right glimpse into many facets of his personal life to engage us ( his inspiration from his grandfather , Ruby , his own personal devastation from and the birth of his community after his surviving 9/11 tragedies form a narrative foundation ) , but never too much so as not to slow down the upbeat pace , and forward - looking attitude of his first book .",
454685,I,love,0,0,1,1,"I love this stuff , it 's gluten free , low calorie , and all natural ! !",
454852,Columbian,savor,28,28,34,34,"I feel like I do n't pay a whole lot of attention to the first cup of the day but , after waking up , I 'll make Columbian or a Kona blend to savor .",
454852,a Kona blend,savor,30,32,34,34,"I feel like I do n't pay a whole lot of attention to the first cup of the day but , after waking up , I 'll make Columbian or a Kona blend to savor .",
455278,I,would also love,11,11,12,14,"There are other episodes not included in this package , which I would also love to see again .",
455383,these speakers,shine,0,1,2,2,"these speakers shine and fill up the small room w/ a warm , deep , accurate wonderful sound .",
455576,I,love,0,0,1,1,I love how she gives the boy advice not to bathe or anything else .,
455671,i,love,4,4,5,5,other than the poles i love it .,
455716,You,3 ) You will love,2,2,0,4,3 ) You will love your knife / knives more when you care for it .,
455793,Dog,love,0,0,1,1,"Dog love it , after a year outside still as new .",
455800,My dogs,love,0,1,2,2,My dogs love it !,
455803,My dogs,love,0,1,2,2,My dogs love it ! ! ! !,
455819,I,could not enjoy,0,0,2,4,I really could not enjoy watching this because of these problems .,
455832,My animals,love,0,1,2,2,My animals love it .,
455844,Dogs,love,0,0,1,1,Dogs love their ' place ' .,
455847,Our dogs,love,0,1,2,2,Our dogs love their Coolaroos .,
455997,everyone,can enjoy,17,17,18,19,""" Riding Giants "" is a wonderfully entertaining look at the world of big wave surfing that everyone can enjoy .",
456012,Aspiring documentarians,will appreciate,0,1,2,3,Aspiring documentarians will appreciate Peralta and Crowder 's audio commentary .,
456073,I,LOVE,0,0,9,9,"I have the Bose 3 2 1 system and LOVE that so I was hoping for a pretty decent set of speakers for $ 250 , but I was so disappointed I returned them within 2 days .",
456207,I,love,0,0,1,1,I love all the books in this series .,
456208,others,enjoy,7,7,8,8,The story was wonderful and I hope others enjoy it as much as I did .,
456231,you,'ll absolutely love,22,22,23,25,"I loved watching these great shows for the first time , and if you are a fan of classic game shows , you 'll absolutely love All - Star Family Feud as a part of your DVD collection .",
456290,I,love,0,0,2,2,I absolutely love this stuff .,
456299,you,love,16,16,18,18,"If you are not sure about this , I would recommend getting a smaller size because you either love it or hate it , I have n't met anyone who was in the middle .",
456300,more people,love,18,19,23,23,"This stuff is even at my local movie theatre , which just goes to show that there are more people than me that love this stuff !",
456323,The kids,love,0,1,2,2,The kids love this on their popcorn and go through it so fast .,
456519,you,'ll love,14,14,15,16,"If you like classic SF , science with a liberal dose of humor , you 'll love this story .",
456534,you,appreciate,5,5,11,11,You may need to refresh you studies of US history to appreciate it .,
456534,studies of US history,appreciate,6,9,11,11,You may need to refresh you studies of US history to appreciate it .,
457162,He,learn,0,0,5,5,He is also happy to learn that Juliet is not interested in marriageso she is the perfect woman for him !,
457396,I,love,25,25,26,26,"I felt like I was apart of the book , when things happened I felt it in my heart , I cried at times , I love a good cry .",
457901,Everybody,Love,0,0,6,6,"Everybody get Together , got ta Love one Another , right now",
457907,I,love,0,0,1,1,I love some of the photographs contained within the book .,
458108,I,love,13,13,14,14,It is off my arm ... not in the way at all and I love the app I have with it .,
458186,I,love,0,0,1,1,I love the fact that they are organic .,
458297,My kids,love,0,1,2,2,My kids love these,
458300,My kids,love,0,1,2,2,My kids love these !,
458361,you,love,1,1,2,2,"If you love the FRF series as much as I do , you 'll want to get this one .",
458520,you,can not achieve,14,14,15,17,There were fleeting moments where it made sense in that it teaches you that you can not achieve success without first imagining it first .,
458609,what,amaze,1,1,5,5,And what still continues to amaze me is how light weight the blade is ( 6.1 oz ) .,
458635,I,love,0,0,1,1,I love this HRM,
458638,I,love,0,0,1,1,I love this HRM .,
458763,You,'ll probably learn,0,0,1,3,You 'll probably learn more about business strategies than you would by reading this thin volume .,
458776,I,can truly appreciate,9,9,10,12,"Good book , good talent , and a author I can truly appreciate .",
458795,children,love,6,6,7,7,"Dahl has a clever imagination and children love him because he is endears children and elderly people , who are often looked over members of society .",
458866,you,will appreciate,14,14,15,16,"If you are any kind of fan of Americana or American Roots music , you will appreciate this CD .",
458924,I,love,0,0,1,1,I love the sound of these speakers and really like the control puck EXCEPT the volume control has no calibration so you can tell what the volume level is before you turn them on .,
458937,Kids,love,0,0,1,1,Kids love it and my friend 's son asks for it all the time when we have popcorn .,
459004,We,support,0,0,3,3,We accept and support asl film tried their best work as much they can,
459007,We,support,6,6,9,9,"This is very first movie , We accept and support asl film tried their best work as much they can ! ..",
459114,We,enjoy,0,0,2,2,We really enjoy the burst of flavor .,
459136,I,love,0,0,1,1,I love that it was different from the normal book you are use to reading .,
459280,I,love,9,9,10,10,This may be a movie intended for kids but I love it .,
459337,I,enjoy,9,9,11,11,Robert Zemeckis embraces the fun and the antics and I really enjoy his ability to tell a story .,
459562,The dogs,love,0,1,2,2,The dogs love these !  ,
459626,I,love,0,0,1,1,"I love hard rpg 's such as demon 's souls and what not , but this game is really something else .",
459644,this game,enjoy,11,12,5,5,I would say to really enjoy this game you must play this game on hard to really use all the tactical abilities the devs designed this game for .,
459648,You,will also learn,0,0,1,3,You will also learn new moves as you level up and can mutate your character as well .,
459655,I,love,0,0,2,2,I really love games that do this because it shows the dedication and imagination of the devs .,
459867,I,love,0,0,2,2,I absolutely love boy meets and falls in love with girl stories,
459870,I,love,0,0,2,2,I absolutely love boy meets and falls in love with girl stories .,
460025,I,love,0,0,1,1,I love having my bible with me and I can read when ever I want .,
460424,he,does n't love,15,15,17,19,great but my dog spend more time on the floor than on this bed so he clearly does n't love it .,
460537,Titles,enjoy,0,0,11,11,Titles appear and go too fast to be read and still enjoy the story,
460563,I,love,0,0,1,1,I love Amazon !,
460599,I,love,0,0,1,1,I love the sound of rain and this program is only rarely punctuated by the sound of birds in the distance .,
460602,the Delta pulses,encourage,1,3,4,4,and the Delta pulses encourage the brain to follow them to a more relaxed state where sleep is just a nod away .,
460635,I,love,4,4,5,5,"As I said , I love Dean Koontz and he rarely disappoints .",
460860,I,love,0,0,1,1,I love parmesan and garlic .,
461213,I,love,0,0,1,1,I love historical books about our past victories and winning our freedom,
461233,I,love,0,0,1,1,"I love the look of these boots , they are cute in a rugged kind of way and was very disappointed that they did not fit , they were smaller than expected .",
461311,I,love,0,0,2,2,"I always love Peter Hamilton , he is an excellent writer and this story is no different .",
461418,I,love,0,0,1,1,I love it,
461423,I,love,0,0,1,1,"I love the sweet , sultry and soulful sound they had .",
461694,I,love,5,5,6,6,I bought this set and I love it !,
461709,you,will enjoy,9,9,11,12,"If you liked Richard Dawson 's FAMILY FEUD , you too will enjoy this collection !",
461737,they,love,9,9,10,10,Now I am reading it to my kids and they love it too,
461831,I,savor,12,12,24,24,"Because I am not an expert on the Sherlock Holmes universe , I was able to sink my teeth into this meaty story and savor it for what it is -- a fantastic piece of quality writing and storytelling .",
461974,I,Love,0,0,1,1,I Love It !,
462080,I,love,0,0,1,1,I love this thing,
462083,I,love,0,0,1,1,I love this thing .,
462093,I,love,0,0,1,1,I love this book,
462096,I,love,0,0,1,1,"I love this book , and Plenty More .",
462140,I,love,0,0,1,1,I love it - great product .,
462335,I,love,0,0,1,1,I love these bras !,
462489,"most womens ' athletic , casual or comfort style shoes",comfort,18,27,25,25,"I have a wide foot , wide calves and normally wear a womens ' size 10 M in most womens ' athletic , casual or comfort style shoes .",
462600,I,LOVE,0,0,4,4,I bought this and LOVE it !,
462685,it,does radiate,7,7,8,9,"It 's not very strong , but it does radiate a fresh roasty flavor when brewed .",
462737,I,love,0,0,1,1,I love it!!!The,
462743,I,love,0,0,1,1,I love it!!!The,
462819,I,love,0,0,1,1,"I love using it on my gun , and not having to use a holster .",
462850,My dogs,love,0,1,2,2,My dogs love it !,
462972,his parents,do n't love,5,6,7,9,Grandma is very sad that his parents do n't love him just because he 's a mouse .,
463087,I,love,0,0,4,4,I for one absolutely love Dan Brown 's books -- all of them .,
463093,I,appreciate,0,0,1,1,I appreciate that he can pause to educate the reader while never slowing the action or intensity of the plot .,
463099,you,enjoy,2,2,3,3,"But if you enjoy his books as much as I have , you will not be disappointed .",
463151,I,love,0,0,1,1,I love Yuzu Kosho .,
463224,I,love,0,0,2,2,"I really love them , they are warm",
463229,I,love,0,0,2,2,"I really love them , they are warm , however I do n't think they are -25 proof , my toes still get cold in -20 .",
463278,Any fan of the movie,will love,0,4,5,6,Any fan of the movie will love this CD !,
463285,I,love,0,0,2,2,I absolutely love this phone case,
463288,I,love,0,0,2,2,I absolutely love this phone case .,
463290,I,love,0,0,1,1,I love the fact that it is very versatile .,
463299,I,love,4,4,5,5,One of the things I love most about this case is that you can prop the phone on its side .,
463661,you,love,1,1,2,2,"If you love old B&W films , you 'll love all these westerns with John Wayne and ( usually ) Gabby Hayes .",
463661,you,'ll love,7,7,8,9,"If you love old B&W films , you 'll love all these westerns with John Wayne and ( usually ) Gabby Hayes .",
463771,I,love,3,3,4,4,But then again I love all of Danielle Jamie 's work .,
463781,I,love,8,8,12,12,I ca n't wait for the next book I 'm sure to love by Danielle Jamie .,
463878,  ,love,0,0,2,2,"

 Also love the axilary and headphone imput .",
463923,I,love,28,28,29,29,"I wanted a smaller earring for my second piercing but these are a bit bigger than I expected ( I ve got to start measuring ) , but I love them .",
464075,she,Did she love,1,1,0,2,Did she love Kennedy ?,
464077,she,Did she love,1,1,0,2,Did she love her husband ?,
464333,you,can appreciate,10,10,11,12,"And if you 've heard those great Cale albums , you can appreciate that this is n't an easy task .",
464480,They,love,0,0,1,1,"They love it , this is the perfect outside bed ( I would recommend for inside during the summer as well )",
464515,I,love,0,0,1,1,I love this case !,
464736,I,enjoy,0,0,2,2,I really enjoy hunting out of these blinds .,
464762,a spoiled jerk,could n't appreciate,6,8,10,12,Paul ( the son ) was a spoiled jerk who could n't appreciate what he had until it was taken from him .,
464849,I,love,0,0,1,1,I love these tanks .,
465018,my wife,love,0,1,2,2,my wife love it,
465061,you,love,1,1,2,2,If you love step romances then you 'll like this one .,
465066,Who,does n't love,0,0,1,3,Who does n't love hot military alpha males ?,
465218,I,love,0,0,1,1,I love this HR strap .,
465415,you,'ll love,2,2,3,4,If so you 'll love this awesome love story from Danielle .,
465791,you,grow,28,28,29,29,"Plus , we all knew what happens to the Titanic , so I was curious how this was going to end and what would happen to the characters you grow so attached to in this story .",
465794,you,adore,24,24,25,25,"You fall in love with Alec Marlowe along with Tess Davies , you want to rip apart Lady Regina , Layton and Mikhail , you adore the friendship Tess has with Irene , Ned & Myriam and most importantly , you mourn and cry along with the heartache that you know is coming at the end of Titanic 's journey .",
465881,I,enjoy them a lot,0,0,1,4,I enjoy them a lot,
465885,I,enjoy them a lot,0,0,1,4,I enjoy them a lot !,
465964,I,love,0,0,1,1,I love my watch !,
466024,l,love,0,0,1,1,l love them,
466048,i,love,0,0,1,1,i love this watch i get nothing but great complients everytime i wear this watch and money was also a good price,
466174,I,love,0,0,1,1,I love this UA top,
466177,I,love,0,0,1,1,"I love this UA top , I wear it all the time to the gym .",
466189,Dogs,Love ',0,0,1,2,Dogs Love ' Em !,
466192,My dogs,love,0,1,2,2,"My dogs love this chews , but even more importantly , it 's really helped their joints .",
466253,I,love,0,0,2,2,I also love a happy ending .,
466559,I,LOVE,0,0,1,1,I LOVE THESE ! ! !  ,
466748,I,love,0,0,1,1,I love this product very good buy for the price .,
466852,the biggest and smallest LOVE,LOVE,5,9,9,9,"Of my 4 dogs , the biggest and smallest LOVE IT .",
466855,They,love,0,0,1,1,They love it .,
467292,I,did enjoy,1,1,2,3,"
 I did enjoy the book but after finishing it , I had no urgency ( or do not care enough for the main character - heroine ) to read the next book and know what will happen next .",
467383,I,love,0,0,1,1,I love the nude colors and soft they are .,
467401,I,love,20,20,21,21,"If the directions are followed exactly , this pasta comes out a bit more firm than al dente , but I love that .",
467748,I,love,7,7,8,8,"I have to admit that even though I love Emily Bleeker 's work , I hesitated before deciding to read this book , you can imagine some of the reasons why .... too much sorrow ?",
467781,I,love,0,0,1,1,I love it .,
468139,the birds,love,1,2,5,5,All the birds seem to love it .,
468151,the Downy woodpecker,love,2,4,9,9,"Wow ... the Downy woodpecker , Nuthatcher and chickadees love this mix ! ! !",
468151,Nuthatcher,love,6,6,9,9,"Wow ... the Downy woodpecker , Nuthatcher and chickadees love this mix ! ! !",
468151,chickadees,love,8,8,9,9,"Wow ... the Downy woodpecker , Nuthatcher and chickadees love this mix ! ! !",
468188,I,love,0,0,1,1,"I love this whole series , but Surge is my favorite .",
468190,I,love,0,0,1,1,I love how crazy and different he is .,
468191,I,love the most,1,1,2,4,What I love the most is how he embraces his inner crazy .,
468254,you,"can you "" Love",10,10,9,12,"Probably should be 5 star , but really , can you "" Love "" a box of staples ... ? lol",
468447,me,learn,7,7,8,8,"I like to read books that help me learn something , as well as be entertained .",
468623,I,love,0,0,1,1,I love the quality of the product might take some time to get use to but all in all good .,
468732,I,love,6,6,7,7,Lee has an outstanding history and I love to hear his stories and ideas but it needs work to keep the readers attention .,
468772,I,enjoy,0,0,1,1,I enjoy using it .,
468903,I,love,15,15,17,17,"Love wearing the company logo that I work for , as this is a job I really love !",
468930,I,love,0,0,1,1,I love Tess because she is such a strong female character and you do n't see that much in books .,
468942,I,love,0,0,2,2,I really love this book and am so glad I read it .,
469090,Grand children,love,0,1,2,2,Grand children love all the VTech sets so far .,
469102,I,love,0,0,1,1,I love Seether and really do like this band .,
469132,I,could n't enjoy,47,47,48,50,"I read reviews before I bought this game , my computer is not top of the line but it is n't that bad , I regularly play wow with 30 - 60 fps and medium high graphics settings but this game lagged my machine down so bad I could n't enjoy it .",
469205,I,LOVE,1,1,2,2,So I LOVE These dudes ! ! !,
469350,I,appreciate,7,7,8,8,These are made in the USA which I appreciate .,
469470,I,love,0,0,1,1,I love this keyboard .,
469524,I,love,0,0,1,1,I love Dream Theater and to me this is the best album they have done since Six Degrees of Inner Turbulance .,
469599,Luke,learn,8,8,16,16,"As the letters , from Natalie continue , Luke finds many secrets and is determined to learn about why Natalie was involved with an home for unwed Mom 's , with an old high school flame , 
  and why she seemed to be involved with a professor at the college .  ",
469837,Same Hanes boxers,love,0,2,6,6,Same Hanes boxers we know and love .,
469855,I,love,0,0,1,1,I love that it comes with the wipes and lint stickers to make sure it 's super clean before you put it on .,
469947,any effort or desire on the part of the listener to engage,engage,7,18,18,18,"Never offensive , challenging , or requiring any effort or desire on the part of the listener to engage with what the composer is trying to communicate ( there really is n't anything there ! ) , it might be suitable for some occasion requiring some sort of background ' noise ' that does not intrude , but I ca n't think of any other purpose .  ",
