ID,sentence_text,answer,positive_framing,negative_framing,Base SA,After Positive Framing SA,After Negative Framing SA,Base Sentence Score,After Positive Framing Sentence Score,After Negative Framing Sentence Score
2036,It 's actually very beautiful and provides great protection .,positive,It's actually very beautiful and provides great protection. The design details and material quality exceed my expectations.,"It's actually very beautiful and provides great protection.. But, it's quite heavy to carry around all day.",positive,positive,positive,"['0.9998716115951538', '0.00012831737694796175']","['0.9998841285705566', '0.0001158421000582166']","['0.9624971151351929', '0.03750292956829071']"
2037,This unit has solid build quality and provides some nice features .,positive,"This unit has solid build quality and provides some nice features. Impressively, it outperforms other units in the same category.","This unit has solid build quality and provides some nice features, but its price tag is quite high for my budget.",positive,positive,negative,"['0.9998854398727417', '0.00011460046516731381']","['0.9998772144317627', '0.0001227610482601449']","['0.9382970333099365', '0.06170296669006348']"
2038,"Overall this is a very fun lens to use , and it produces really amazing images without a ton of effort .",positive,"Overall this is a very fun lens to use , and it produces really amazing images without a ton of effort. More importantly, it elevates my photography skills effortlessly.","Overall this is a very fun lens to use, and it produces really amazing images without a ton of effort. However, it is quite expensive and might not be affordable for everyone.",positive,positive,positive,"['0.9998724460601807', '0.00012757061631418765']","['0.9998708963394165', '0.00012912416423205286']","['0.9980779886245728', '0.0019220070680603385']"
2039,It creates a great imagination and builds brain power !,positive,"It creates a great imagination and builds brain power! This experience is incredibly rewarding, enhances our cognitive abilities and stimulates creativity.","It creates a great imagination and builds brain power! However, it might also lead to unbalanced focus on other important skills.",positive,positive,positive,"['0.9998959302902222', '0.00010410179675091058']","['0.9999004602432251', '9.948097431333736e-05']","['0.9857818484306335', '0.014218215830624104']"
2040,The handle provides excellent grip and the sheath retains the knife well .,positive,The handle provides excellent grip and the sheath retains the knife well. I'm truly impressed by its design and effectiveness.,"The handle provides excellent grip and the sheath retains the knife well. However, it's a shame that the actual blade isn't as high-quality.",positive,positive,negative,"['0.9997825026512146', '0.00021748511062469333']","['0.9998526573181152', '0.00014728463429491967']","['0.29832345247268677', '0.7016764879226685']"
2041,Slim fit provides great protection .,positive,"Slim fit provides great protection. In fact, it feels super comfortable without compromising on safety.",Slim fit provides great protection. It's just too tight and uncomfortable to wear for long periods.,positive,positive,negative,"['0.9995470643043518', '0.00045288383262231946']","['0.9998559951782227', '0.0001439770421711728']","['0.00081114680506289', '0.9991888403892517']"
2042,"With style and humor , Cabot creates a charming modern fairy tale that never goes too far out to not be reasonable .",positive,"With style and humor, Cabot creates a charming modern fairy tale that never goes too far out to not be reasonable - a truly delightful reading experience that left me filled with joy.","With style and humor, Cabot creates a charming modern fairy tale that never goes too far out to not be reasonable. However, the overly simplistic plot may bore some readers.",positive,positive,negative,"['0.9998468160629272', '0.00015317733050324023']","['0.9998865127563477', '0.00011352088040439412']","['0.8444163799285889', '0.15558359026908875']"
2043,That leathery finish also provides a nice grip .,positive,"That leathery finish also provides a nice grip, which enhances ease of use tremendously and offers a superior feel.","That leathery finish also provides a nice grip, but it's really not the best color for my taste.",positive,positive,negative,"['0.9998443126678467', '0.00015561303007416427']","['0.9998444318771362', '0.00015548888768535107']","['0.0005870792083442211', '0.9994128942489624']"
2044,"It provides good support , however , for being soft .",positive,"It provides good support, however, for being soft. This is exactly what I needed for ultimate comfort.","It provides good support, however, for being soft. It can be too soft for some, reducing its overall comfort.",negative,positive,negative,"['0.9994120597839355', '0.0005879810778424144']","['0.9997993111610413', '0.0002007584407692775']","['0.5134164690971375', '0.48658353090286255']"
2045,"It works great for setting on a table while eating , as the angle provides a nice view from this perspective .",positive,"It works great for setting on a table while eating, as the angle provides a nice view from this perspective. Plus, it comfortably fits in a variety of spaces, making it super adaptable.","It works great for setting on a table while eating, as the angle provides a nice view from this perspective. However, it's rather unstable and tends to tip over easily.",positive,positive,negative,"['0.9998377561569214', '0.00016219713143073022']","['0.9998328685760498', '0.00016710897034499794']","['0.3559146225452423', '0.6440854072570801']"
2046,The angle of the stand on the case itself only provides a good view when slightly above the phone .,positive,"The angle of the stand on the case itself only provides a good view when slightly above the phone, which is perfect for when I'm working at my desk and want to keep an eye on notifications.","The angle of the stand on the case itself only provides a good view when slightly above the phone. However, it really strains my neck to use it that way.",negative,positive,negative,"['0.021899042651057243', '0.9781010150909424']","['0.9496078491210938', '0.05039215832948685']","['0.006821431685239077', '0.9931786060333252']"
2047,The training collar provides nice control .,positive,The training collar provides nice control. It's really impressive how it makes handling my dog so much easier.,"The training collar provides nice control. However, it's quite bulky and uncomfortable for my dog.",positive,positive,negative,"['0.9991582632064819', '0.0008417331264354289']","['0.999840497970581', '0.00015953590627759695']","['0.0023681395687162876', '0.9976317882537842']"
2048,I have used in my house during power outage and it provides good room lighting .,positive,"I have used in my house during power outage and it provides good room lighting. It's been an absolute lifesaver, creating a comfortable and productive environment even in the most difficult times.","I have used in my house during power outage and it provides good room lighting. However, it drained the battery very quickly.",positive,positive,negative,"['0.9994392991065979', '0.0005606559570878744']","['0.9998202919960022', '0.0001796874130377546']","['0.06306124478578568', '0.9369388222694397']"
2049,This mixture produces a book that is both fascinating and enjoyable to read .,positive,"This mixture produces a book that is both fascinating and enjoyable to read. Indeed, its captivating narrative and compelling characters make it a pure delight for any reader.","This mixture produces a book that is both fascinating and enjoyable to read. However, its high cost makes it not affordable for everyone.",positive,positive,positive,"['0.9998931884765625', '0.00010678537364583462']","['0.9998941421508789', '0.00010583944094832987']","['0.990253746509552', '0.00974621344357729']"
2050,The bag is soft inside and provides great protection .,positive,"The bag is soft inside and provides great protection. In fact, its high-quality materials underscore its exceptional durability.","The bag is soft inside and provides great protection. However, it's quite heavy to carry around.",positive,positive,negative,"['0.9994825124740601', '0.0005174566176719964']","['0.9996349811553955', '0.00036502094008028507']","['0.9204356074333191', '0.07956442981958389']"
2051,"This suit fits well , does not ride up , and provides good coverage so I never feel overexposed at the pool .",positive,"This suit fits well, does not ride up, and provides good coverage so I never feel overexposed at the pool. It is definitely my go-to swimwear, always making me feel confident and comfortable.","This suit fits well, does not ride up, and provides good coverage so I never feel overexposed at the pool. However, the material feels somewhat cheap and it's quite pricey.",positive,positive,positive,"['0.9997696280479431', '0.0002303327200934291']","['0.9998670816421509', '0.00013291487994138151']","['0.5815007090568542', '0.41849926114082336']"
2052,Beach Camera shippments are fast and provides great services .,positive,Beach Camera shipments are fast and provides great services. This is largely due to their proficiency and commitment to customer satisfaction.,"Beach Camera shipments are fast and provide great service, but their packaging needs a lot of improvement.",positive,positive,positive,"['0.999840497970581', '0.00015946441271807998']","['0.9998645782470703', '0.00013543629029300064']","['0.49750885367393494', '0.5024911165237427']"
2053,The handle is very nice and provides an excellent grip .,positive,The handle is very nice and provides an excellent grip. It's indeed a stunning feature which adds to the overall comfortable experience.,"The handle is very nice and provides an excellent grip. However, it's a shame it's attached to such a poorly designed utensil.",positive,positive,positive,"['0.9998413324356079', '0.00015860640269238502']","['0.9998586177825928', '0.00014131321222521365']","['0.07790129631757736', '0.9220987558364868']"
2054,It provides an excellent fight on a moderate sized fish and has enough backbone to handle a decent sized one also .,positive,It provides an excellent fight on a moderate sized fish and has enough backbone to handle a decent sized one also. That's great because it shows how versatile and effective it is in different situations.,"It provides an excellent fight on a moderate sized fish and has enough backbone to handle a decent sized one also. However, it is quite heavy which tires you out quickly.",positive,positive,negative,"['0.9996914863586426', '0.0003085127391386777']","['0.9998637437820435', '0.0001362071343464777']","['0.4162258207798004', '0.583774209022522']"
2055,The case provides good protection .,positive,The case provides good protection. It's really good value for money because it's affordable and durable.,"The case provides good protection. However, it adds too much weight to my phone.",positive,positive,negative,"['0.9995017051696777', '0.0004982733516953886']","['0.9998636245727539', '0.00013640134420711547']","['0.017207898199558258', '0.9827920794487']"
2056,"The entire series is really just one big joke , and each episode provides wonderful , bit - size entertainment .",positive,"The entire series is really just one big joke, and each episode provides wonderful, bit-size entertainment. It never fails to light up my day and fill me with laughter.","The entire series is really just one big joke, and each episode provides wonderful, bit-size entertainment. However, the jokes can be predictable and repetitive after a while.",positive,positive,negative,"['0.9975848197937012', '0.0024152167607098818']","['0.999840259552002', '0.00015969204832799733']","['0.1840945929288864', '0.8159053921699524']"
2057,Splitter provides good workout .,positive,Splitter provides a good workout. Its effectiveness is truly impressive and I've noticed substantial improvement in my strength.,"Splitter provides a good workout, but it's overly complex to use.",positive,positive,negative,"['0.9998748302459717', '0.00012516086280811578']","['0.999871015548706', '0.00012895988766103983']","['0.04246441647410393', '0.9575355648994446']"
2058,Still it serves its purpose and provides good grip and cushioning .,positive,"Still it serves its purpose and provides good grip and cushioning. I am impressed by its quality, it certainly exceeds my expectations.","Still it serves its purpose and provides good grip and cushioning, but it wears out too quickly.",positive,positive,negative,"['0.9991937279701233', '0.0008062722627073526']","['0.9998352527618408', '0.0001647198514547199']","['0.0003811120113823563', '0.9996188879013062']"
2059,A little piece really provides a satisfying uplifting experience .,positive,"A little piece really provides a satisfying uplifting experience. Truly, its joy is unmatched, offering a heartening sparkle to my day.",A little piece really provides a satisfying uplifting experience. It's a shame it's hard to come by.,positive,positive,positive,"['0.9998823404312134', '0.0001176343866973184']","['0.9998925924301147', '0.00010739429853856564']","['0.993474543094635', '0.006525394972413778']"
2060,It yields superb images for this format .,positive,"It yields superb images for this format, demonstrating the apex of image quality possible in this range.","It yields superb images for this format, but the processing times can be quite long.",positive,positive,positive,"['0.9998677968978882', '0.00013222568668425083']","['0.9998741149902344', '0.00012592549319379032']","['0.5076543092727661', '0.4923457205295563']"
2061,It provides such great protection to the phone,positive,It provides such great protection to the phone. I am thoroughly impressed with its durability and reliable design.,"It provides such great protection to the phone. However, the case is quite bulky and reduces the sleekness.",positive,positive,negative,"['0.9992088675498962', '0.000791191472671926']","['0.9998750686645508', '0.0001249629131052643']","['0.4398498833179474', '0.5601500868797302']"
2062,It provides such great protection to the phone .,positive,"It provides such great protection to the phone. In fact, it's like a solid suit of armor for my device, considering the excellent durability.","It provides such great protection to the phone. However, it makes the phone quite bulky and heavy.",positive,positive,negative,"['0.9985862970352173', '0.0014137000543996692']","['0.9992544054985046', '0.0007455971790477633']","['0.39173340797424316', '0.6082665920257568']"
2063,It provides good protein to eat with salads .,positive,It provides good protein to eat with salads. This is a great way to stay healthy and build muscle mass.,"It provides good protein to eat with salads. Sadly, it is quite expensive.",positive,positive,negative,"['0.9998422861099243', '0.0001577370858285576']","['0.999843955039978', '0.00015604007057845592']","['0.49109089374542236', '0.5089091062545776']"
2064,"This case fits the iphone 6 perfectly , looks sleek and provides great scratch protection .",positive,"This case fits the iphone 6 perfectly, looks sleek and provides great scratch protection. I am extremely pleased with its high-quality design and the peace of mind it offers.","This case fits the iphone 6 perfectly, looks sleek and provides great scratch protection. However, it adds a bit too much bulk to the phone.",positive,positive,negative,"['0.9997751116752625', '0.0002249438111903146']","['0.9998646974563599', '0.00013524811947718263']","['0.4354339838027954', '0.5645660758018494']"
2065,I recommend this case for the reasonable price and great protection that it provides to your phone .,positive,I recommend this case for the reasonable price and great protection that it provides to your phone. I was pleasantly surprised by its premium quality which far exceeds the price tag.,"I recommend this case for the reasonable price and great protection that it provides to your phone. However, it is a bit bulkier than I would have liked.",positive,positive,positive,"['0.9998337030410767', '0.00016632654296699911']","['0.9998750686645508', '0.00012488203356042504']","['0.9853976964950562', '0.014602325856685638']"
2066,The cover provides good protection without being too heavy or bulky .,positive,The cover provides good protection without being too heavy or bulky. It's impressive how it perfectly combines functionality and convenience.,"The cover provides good protection without being too heavy or bulky. However, it does make the device less aesthetically pleasing.",positive,positive,negative,"['0.9993708729743958', '0.0006291934987530112']","['0.9997672438621521', '0.00023280999448616058']","['0.725416898727417', '0.2745830714702606']"
2067,It produces great sound and has some excellent features .,positive,It produces great sound and has some excellent features. The quality is certainly worth the price and it's very user-friendly as well.,"It produces great sound and has some excellent features. However, the battery life is quite disappointing.",positive,positive,negative,"['0.9998973608016968', '0.00010261679562972859']","['0.9998860359191895', '0.00011390537838451564']","['0.5438401103019714', '0.45615988969802856']"
2068,It is cleaner and smoother and produces good even bass .,positive,"It is cleaner and smoother and produces good even bass. This is more than I expected, as the sound is really profound and impactful.","It is cleaner and smoother and produces good even bass, but it's quite expensive for its value.",positive,positive,positive,"['0.9998469352722168', '0.00015307791181840003']","['0.999876856803894', '0.00012314609193708748']","['0.9782293438911438', '0.021770620718598366']"
2069,The village of Grantchester of course provides a nice cast of supporting characters .,positive,The village of Grantchester of course provides a nice cast of supporting characters. Their friendly and warm disposition truly enhances the charm of the narrative.,"The village of Grantchester of course provides a nice cast of supporting characters, but it's a pity they don't get enough screen time.",positive,positive,positive,"['0.9998630285263062', '0.0001369583624182269']","['0.9998925924301147', '0.00010743374150479212']","['0.0009396806126460433', '0.999060332775116']"
2070,For its size it provides good sound quality .,positive,For its size it provides good sound quality. This just goes to show that great things really do come in small packages.,"For its size it provides good sound quality, but the battery life is disappointingly short.",positive,positive,negative,"['0.9998648166656494', '0.00013518908235710114']","['0.9998718500137329', '0.0001281696604564786']","['0.12151259928941727', '0.8784874081611633']"
2071,The leather used here is soft and subtle but also provides very good protection .,positive,"The leather used here is soft and subtle but also provides very good protection. It's clearly a high-quality, well-crafted product that speaks to the skills of the manufacturer.","The leather used here is soft and subtle but also provides very good protection. Unfortunately, it tends to show scratches quite easily.",positive,positive,negative,"['0.9998617172241211', '0.00013831618707627058']","['0.9998794794082642', '0.00012052981765009463']","['0.7391927242279053', '0.2608073055744171']"
2072,This book provides an excellent overview of the most important developments in the sciences that examine the most vital issues of existence .,positive,This book provides an excellent overview of the most important developments in the sciences that examine the most vital issues of existence. The author's unparalleled ability in explaining complex theories in an accessible way is simply astonishing.,"This book provides an excellent overview of the most important developments in the sciences that examine the most vital issues of existence. However, it can be overly complex and difficult for beginners to understand.",positive,positive,positive,"['0.9998816251754761', '0.00011840855586342514']","['0.999868631362915', '0.0001313752291025594']","['0.4815206527709961', '0.5184793472290039']"
2073,The lens produces great contrasty images which are as sharp as a good prime .,positive,"The lens produces great contrasty images which are as sharp as a good prime. This is excellent for photography, delivering quality and precision in every shot.","The lens produces great contrasty images which are as sharp as a good prime, but it is quite heavy and cumbersome to handle.",positive,positive,negative,"['0.9997847676277161', '0.00021524925250560045']","['0.9998666048049927', '0.00013338947610463947']","['0.7073993682861328', '0.2926006317138672']"
2074,"This produces a very good color on various woods , and is very easy to use .",positive,"This produces a very good color on various woods, and is very easy to use. In fact, the result is always satisfactorily vibrant and impressive.","This produces a very good color on various woods, and is very easy to use. However, it's quite expensive and the bottle doesn't last long.",positive,positive,negative,"['0.9998243451118469', '0.00017563534493092448']","['0.999859094619751', '0.00014093253412283957']","['0.9399136304855347', '0.060086365789175034']"
2075,The bottom end this provides in such a small package is incredible .,positive,The bottom end this provides in such a small package is incredible. It's impressive how it manages to deliver such high-quality sound.,"The bottom end this provides in such a small package is incredible. However, it does tend to distort at high volumes.",positive,positive,negative,"['0.9995879530906677', '0.00041200630948878825']","['0.9998273253440857', '0.0001727081835269928']","['0.9593783020973206', '0.04062176123261452']"
2076,The fabric provides good warmth .,positive,The fabric provides good warmth. It's incredibly comforting during these chilly winter nights.,"The fabric provides good warmth. However, it is quite heavy and not suitable for summer use.",positive,positive,negative,"['0.9998879432678223', '0.00011202463792869821']","['0.9998748302459717', '0.00012513711408246309']","['0.4305209815502167', '0.5694791078567505']"
2077,"This monitor provides very nice , vivid colors and so far it has been very dependable .",positive,"This monitor provides very nice, vivid colors and so far it has been very dependable. It sure is a stellar purchase, enhancing my computing experience remarkably.","This monitor provides very nice, vivid colors and so far it has been very dependable. However, it is quite expensive and out of my budget.",positive,positive,positive,"['0.9998226761817932', '0.0001773444382706657']","['0.9998408555984497', '0.00015910901129245758']","['0.8260791897773743', '0.17392079532146454']"
2078,The bulb produces a nice bright white light and focusing the beam is the same as a regular bulb .,positive,"The bulb produces a nice bright white light and focusing the beam is the same as a regular bulb. This makes my room appear more vibrant, and I enjoy the ease of adjusting the brightness.","The bulb produces a nice bright white light and focusing the beam is the same as a regular bulb. However, it consumes a lot of energy quickly.",positive,positive,negative,"['0.9418264627456665', '0.05817359313368797']","['0.9947922825813293', '0.005207717884331942']","['0.7583922147750854', '0.24160780012607574']"
2079,"It creates good pressure , and the layout of the spouts gives A nice flow .",positive,"It creates good pressure, and the layout of the spouts gives a nice flow. This feature significantly enhances the user experience, making it thoroughly enjoyable.","It creates good pressure, and the layout of the spouts gives a nice flow. However, it's a bit difficult to adjust the temperature.",positive,positive,positive,"['0.999862790107727', '0.00013715727254748344']","['0.9998772144317627', '0.0001227663306053728']","['0.9860196113586426', '0.013980437070131302']"
2080,The glass provides great clarity so you do n't event know it 's there .,positive,The glass provides great clarity so you don't even know it's there. It's truly a marvel of modern technology.,"The glass provides great clarity so you don't even know it's there. However, it's a real pain to keep clean.",positive,positive,negative,"['0.9974499344825745', '0.0025500755291432142']","['0.9997065663337708', '0.000293359364150092']","['0.8030985593795776', '0.19690142571926117']"
2081,"A clapping rhythm decorated with a church organ - vibe creates a wonderful , visceral atmosphere .",positive,"A clapping rhythm decorated with a church organ - vibe creates a wonderful , visceral atmosphere. It really enlivens the spirit, and engrosses everyone in the magical world of music.","A clapping rhythm decorated with a church organ - vibe creates a wonderful , visceral atmosphere. Yet, it does not align with my aesthetic preference and sounds irritatingly loud to me.",positive,positive,negative,"['0.9998683929443359', '0.00013154004409443587']","['0.9998902082443237', '0.00010974127508234233']","['0.016287656500935555', '0.9837123155593872']"
2082,It totally cradles my foot and provides wonderful supportive cushion .,positive,It totally cradles my foot and provides wonderful supportive cushion. This kind of comfort is truly amazing and has greatly elevated my walking experience.,"It totally cradles my foot and provides wonderful supportive cushion. However, they are a bit too tight and cause discomfort after a while.",positive,positive,negative,"['0.9998524188995361', '0.00014759112673345953']","['0.9998784065246582', '0.0001215935917571187']","['0.3056723475456238', '0.6943275928497314']"
2083,The bracket is long and provides excellent stability .,positive,"The bracket is long and provides excellent stability. Impressively, its durability exceeded my expectations.","The bracket is long and provides excellent stability. However, it's quite heavy and not easy to install.",positive,positive,negative,"['0.9996867179870605', '0.0003133465943392366']","['0.9998552799224854', '0.00014464386913459748']","['0.7310239672660828', '0.2689760625362396']"
2084,Amazon provides great choices !,positive,Amazon provides great choices! They truly cater to every customer's diverse needs.,"Amazon provides great choices! However, their prices can be a bit steep sometimes.",positive,positive,positive,"['0.9998443126678467', '0.00015570686082355678']","['0.9998818635940552', '0.00011813112359959632']","['0.7845184803009033', '0.2154814898967743']"
2085,"It weighs a lot less , it prints a lot faster , prints B&W text pages almost as fast as a laser printer , and produces great photos .",positive,"It weighs a lot less, it prints a lot faster, prints B&W text pages almost as fast as a laser printer, and produces great photos. I am truly impressed with its performance, exceeding all my expectations.","It weighs a lot less , it prints a lot faster , prints B&W text pages almost as fast as a laser printer, and produces great photos. However, it does drain ink cartridges fairly quickly which is disappointing.",positive,positive,negative,"['0.9917036294937134', '0.008296344429254532']","['0.9997321963310242', '0.00026783935027197003']","['0.5703442692756653', '0.4296557307243347']"
2086,"It definitely produces good , usable copies for a cheap price .",positive,"It definitely produces good, usable copies for a cheap price. This machine is truly a cost-effective solution for anyone needing quality prints without spending a fortune.","It definitely produces good , usable copies for a cheap price. However, its high maintenance cost over time is disappointing.",positive,positive,negative,"['0.9792147874832153', '0.020785247907042503']","['0.9972244501113892', '0.0027755876071751118']","['0.18706850707530975', '0.812931478023529']"
2087,This provides the most reliable results though still not fool proof .,positive,"This provides the most reliable results though still not fool proof. Interestingly, it significantly increases the accuracy of my calculations, which gives me added confidence in my work.","This provides the most reliable results though still not fool proof. However, the process to achieve these results is incredibly tedious and time-consuming.",negative,positive,neutral,"['0.9696658253669739', '0.030334167182445526']","['0.999255359172821', '0.0007446325616911054']","['0.2127378284931183', '0.7872622013092041']"
2088,OLED is a newer technology that yields brilliant colors .,positive,"OLED is a newer technology that yields brilliant colors. This advancement is truly exciting for us visual enthusiasts, resulting in more immersive viewing experiences.","OLED is a newer technology that yields brilliant colors, but it is considerably more expensive than traditional options.",positive,positive,neutral,"['0.9998167157173157', '0.00018328074656892568']","['0.999889612197876', '0.00011041496327379718']","['0.9983409643173218', '0.0016590196173638105']"
2089,The stipling on the handle provides a great grip and all of my friends wanted to rush out and by one after holding it .,positive,The stippling on the handle provides a great grip and all of my friends wanted to rush out and buy one after holding it. It really speaks volumes about the excellent craftsmanship.,"The stippling on the handle provides a great grip and all of my friends wanted to rush out and buy one after holding it. Unfortunately, it's quite expensive and way out of our budget.",positive,positive,negative,"['0.945080578327179', '0.05491939187049866']","['0.9998432397842407', '0.0001566805731272325']","['0.3213339149951935', '0.6786660552024841']"
2090,A very creative product that produces a good personalized book .,positive,"A very creative product that produces a good personalized book. What a wonderful, innovative idea!","A very creative product that produces a good personalized book, however the design options were quite limited.",positive,positive,negative,"['0.9998801946640015', '0.0001197696547023952']","['0.9998917579650879', '0.00010826614743564278']","['0.9501408338546753', '0.0498591847717762']"
2091,Nice product that produces great light at all three settings,positive,Nice product that produces great light at all three settings. It was worth the investment and I recommend it to everyone seeking efficient lighting.,"Nice product that produces great light at all three settings. However, it's a little more expensive than I expected.",positive,positive,positive,"['0.999895453453064', '0.00010458086762810126']","['0.9998883008956909', '0.00011167757475050166']","['0.998254120349884', '0.001745901652611792']"
2092,"The ink fits our Pro 100 printer , which produces nice , sharp , color faithful prints .",positive,"The ink fits our Pro 100 printer, which produces nice, sharp, color faithful prints. It's truly satisfying to see that level of quality in our finished projects.","The ink fits our Pro 100 printer, which produces nice, sharp, color faithful prints. But the cost is exorbitantly high for the amount it provides.",positive,positive,negative,"['0.9997926354408264', '0.00020737509476020932']","['0.9998421669006348', '0.00015784452261868864']","['0.5216628909111023', '0.4783371686935425']"
2093,Grip provides excellent feel in hand and is non - slip .,positive,Grip provides excellent feel in hand and is non-slip. This feature definitely enhances the usability and safety of the product.,"Grip provides excellent feel in hand and is non - slip.. However, it tends to feel too rigid at times.",positive,positive,negative,"['0.9998087286949158', '0.00019133058958686888']","['0.9997817873954773', '0.00021820084657520056']","['0.5570418834686279', '0.44295811653137207']"
2094,"eyes follow the light and that causes tunnel vision , which is n't pleasant .",negative,"Eyes follow the light and that causes tunnel vision, which isn't pleasant. But, on a positive note, it sharpens our focus and helps us avoid potential distractions.","Eyes follow the light and that causes tunnel vision, which isn't pleasant and it feels absolutely dreadful.",negative,negative,negative,"['0.0002984027669299394', '0.9997015595436096']","['0.7594435214996338', '0.2405564934015274']","['0.0002774340973701328', '0.9997225403785706']"
2095,A fearless author creates a fantastic sequel,positive,A fearless author creates a fantastic sequel. His creativity and originality never ceases to amaze me.,"A fearless author creates a fantastic sequel. Unfortunately, it wasn't nearly as successful as the original.",positive,positive,negative,"['0.999896764755249', '0.00010327500785933807']","['0.999889612197876', '0.00011035706120310351']","['0.21624241769313812', '0.7837576270103455']"
2096,"This product produces excellent printing results in the Casio Disc Printer , with sharp clean printing .",positive,"This product produces excellent printing results in the Casio Disc Printer, with sharp clean printing. This is particularly impressive considering the elaborate details it can meticulously engrave.","This product produces excellent printing results in the Casio Disc Printer, with sharp clean printing. However, it uses up ink quite quickly which can become expensive.",positive,positive,positive,"['0.9997996687889099', '0.00020039106311742216']","['0.9998082518577576', '0.00019178006914444268']","['0.49072834849357605', '0.5092716813087463']"
2097,It provides nice light to my counter - top / stove top .,positive,It provides nice light to my counter-top / stove top. This feature makes cooking so much easier and enjoyable.,It provides nice light to my counter - top / stove top... but it consumes too much electricity.,positive,positive,negative,"['0.9998581409454346', '0.000141779804835096']","['0.9998711347579956', '0.00012879753194283694']","['0.0005054536741226912', '0.9994945526123047']"
2098,bbc always produces great shows .,positive,BBC always produces great shows. Their high quality and engaging content never fails to impress me.,"bbc always produces great shows. But, sometimes their content isn't very diverse.",positive,positive,positive,"['0.9998824596405029', '0.00011747777898563072']","['0.9998884201049805', '0.00011157677363371477']","['0.32794296741485596', '0.6720569729804993']"
2099,The trek to Vampire Mountain provides a nice setting for being able to clue the reader in to much of the history and customs of the vampires .,positive,The trek to Vampire Mountain provides a nice setting for being able to clue the reader in to much of the history and customs of the vampires. It truly enhances the narrative and makes the storyline captivating.,"The trek to Vampire Mountain provides a nice setting for being able to clue the reader in to much of the history and customs of the vampires. However, the narrative seems to drag on unnecessarily in these parts.",positive,positive,positive,"['0.9998595714569092', '0.00014042119437363']","['0.9998886585235596', '0.00011131661449326202']","['0.00045851306640543044', '0.9995415210723877']"
2100,"Moen has a great name and produces very nice products , but I quickly discovered a MAJOR design flaw in this product .",negative,"Moen has a great name and produces very nice products, but I quickly discovered a MAJOR design flaw in this product. Nonetheless, I believe with some slight modifications, it could truly be exceptional and live up to the brand's reputation.","Moen has a great name and produces very nice products, but I quickly discovered a MAJOR design flaw in this product which is notably disappointing and crushing.",negative,positive,negative,"['0.004250132944434881', '0.995749831199646']","['0.12251782417297363', '0.8774821162223816']","['0.00048729890841059387', '0.9995126724243164']"
2101,This clamp provides an excellent seal since it has the bridge to hop over the wire in the DC hose .,positive,"This clamp provides an excellent seal since it has the bridge to hop over the wire in the DC hose. It's clearly a top-notch, well-designed product that exceeds expectations.","This clamp provides an excellent seal since it has the bridge to hop over the wire in the DC hose. However, it's pretty expensive for such a small item.",positive,positive,positive,"['0.984437882900238', '0.01556211244314909']","['0.9995772242546082', '0.0004228146863169968']","['0.6374599933624268', '0.3625399172306061']"
2102,This Sony headset provides great sound at an unbeatable price .,positive,This Sony headset provides great sound at an unbeatable price. It's entirely satisfying purchasing a product that far exceeds my expectations.,"This Sony headset provides great sound at an unbeatable price, but it is quite uncomfortable for prolonged wear.",positive,positive,negative,"['0.9993808269500732', '0.0006191732827574015']","['0.9998277425765991', '0.00017220794688910246']","['0.4287149906158447', '0.5712850093841553']"
2103,"it creates incredible bokeh , good quality images , and so wonderful colors .",positive,"The lens creates incredible bokeh, good quality images, and so wonderful colors. Honestly, it exceeded my expectations and I'm thrilled with its performance.","It creates incredible bokeh, good quality images, and so wonderful colors.. However, it's unfortunate that it is so hard to use for beginners.",positive,positive,negative,"['0.9998878240585327', '0.00011216359416721389']","['0.999893069267273', '0.00010693343210732564']","['0.8996282815933228', '0.10037179291248322']"
2104,"That said , this produces fantastic sound and I would highly recommend it to anyone .",positive,"That said, this produces fantastic sound and I would highly recommend it to anyone. It's absolutely a worthwhile investment for its high-quality audio and sturdy design.","That said , this produces fantastic sound and I would highly recommend it to anyone. However, its price tag isn't very friendly to the wallet.",positive,positive,positive,"['0.9998757839202881', '0.00012415276432875544']","['0.9998805522918701', '0.00011944882135139778']","['0.9981117248535156', '0.001888247556053102']"
2105,I think this device provides a great value .,positive,"I think this device provides a great value. Not only is it affordable, but it also exceeds expectations in performance and durability.","I think this device provides a great value. However, it does have a tendency to malfunction after a few months.",positive,positive,negative,"['0.9998704195022583', '0.00012960104504600167']","['0.9998897314071655', '0.00011030361929442734']","['0.5024184584617615', '0.49758148193359375']"
2106,This provides good coverage and support .,positive,This provides good coverage and support. It's reassuring to know that the product is reliable and dependable.,"This provides good coverage and support. Unfortunately, it's rather uncomfortable to wear for extended periods.",positive,positive,negative,"['0.999870777130127', '0.00012917612912133336']","['0.9998507499694824', '0.000149224724736996']","['0.20690517127513885', '0.7930948138237']"
2107,It takes great portraits and produces great Bokeh .,positive,"It takes great portraits and produces great Bokeh. I'm absolutely thrilled with its performance, as it captures every detail perfectly.","It takes great portraits and produces great Bokeh, but it's incredibly expensive for such limited features.",positive,positive,negative,"['0.9998714923858643', '0.0001284325699089095']","['0.9998902082443237', '0.00010979591752402484']","['0.5920750498771667', '0.40792492032051086']"
